web-scraper-order,web-scraper-start-url,link,link-href,info,info-href,loupan,dizhi,leixing,jibie,jiejian,wuyefei,kongtiaoleixing,ketishu,huotishu,cheweiyuezujin,dishangcheweishu,wangluotongxun,dixiacheweishu,wuyegongsi,louneipeitao,companies,security,floors,year,zongmianji,biaozhuncengmianji,biaozhuncenggao,Dixiachewei,jinggao,kaifashang,datangcenggao,shewai,kezhuce,kaijianmianji,waiqiang,rent
"1529413374-1399","https://sh.xzl.anjuke.com/loupan/p63/","万宝国际商务中心","/loupan/10796?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10796","万宝国际商务中心","长宁-延安西路-新华路660号","写字楼","乙级","万宝国际商务中心为一中外合资企业，发展商是香港万宝国际集团有限公司。万宝国际商务中心总面积约20,000平方米，外型建造独特大方，包括由商务中心及综合楼。商务中心全幢楼高五层，首层为展示厅及服务大堂。 　　万宝国际商务中心座落于上海市长宁区新华路，交通纵横畅达，距虹桥国际机场仅6公里，前往中山环线仅2分钟车程；来往外滩、浦东也只需20分钟。 　　万宝国际商务中心综合楼包括大厅式对外三星级标准客房8","24元/平米•月","集中式中央空调","2部","1部","800元/月","30个","电信、联通、移动","50个","上海万宝商务有限公司","餐饮、商务中心、会议室","企业名称：翰玛工业设备(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海碧能生物制品有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海宏明投资有限公司，所属行业：会计/金融/银行/保险、企业名称：好丽友食品，所属行业：贸易/消费/制造/营运、企业名称：碧能贸易，所属行业：贸易/消费/制造/营运","餐饮、商务中心、会议室","5层","1995年1月","20000m²","3025m²","2.6米","50个","2.4米","香港万宝国际集团","4米","否","是","暂无","玻璃幕墙","5.07元/m²•天"
"1529409764-781","https://sh.xzl.anjuke.com/loupan/p84/","宏汇大厦","/loupan/11016?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/11016","宏汇大厦","徐汇-万体馆-漕溪北路468号","综合写字楼","丙级","宏汇大厦位于市区繁华地段，地理位置优越，交通便利，设施齐全，环境不错。漕溪北路440号。公园绿化：光启公园自然景观：光启公园就医条件：LDC鸿虎口腔门诊部商业环境：国美电器徐汇商城。交通状况：138、122、111、104、三号线等。","4.5元/平米•月","分体空调","2部","1部","700元/月","20个","电信、长城、有线通","50个","上海阳凌物业","银行、ATM、会议室","企业名称：江南证券，所属行业：会计/金融/银行/保险、企业名称：德国耐驰(兰州)泵业有限公司上海办事处，所属行业：贸易/消费/制造/营运、企业名称：渐江德龙莎美特针纺织有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海藤原包装制品有限公司，所属行业：贸易/消费/制造/营运、企业名称：苏州科达科技有限公司上海研发中心，所属行业：计算机/互联网/通信/电子","银行、ATM、会议室","14层","2001年3月","12342m²","760m²","3.8米","50个","2.6米","上海宏盈房地产开发公司","5米","否","否","105m²、256m²","大理石","暂无数据"
"1529412982-1333","https://sh.xzl.anjuke.com/loupan/p65/","绿地翡翠国际广场","/loupan/226125?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/226125","绿地翡翠国际广场","奉贤-奉贤-解放东路1018号","写字楼","甲级","绿地翡翠国际广场由四栋楼组成，两栋为15层的酒店式公寓，一栋两层楼的商业建筑及一栋31层的超高商务办公楼。绿地翡翠国际广场地处奉贤南桥镇，南抵解放东路、西连新横泾天然河道，毗邻奉贤区区政府。奉贤区南桥新城中心位置的南桥总部商务区,总规划面积1.47平方公里,由总部办公、商务配套区、商业休闲区、生活居住区四大组成部分。力图打造一个上海南部的微型CBD。","14.5元/平米•月","集中式中央空调","6部","2部","400元/月","150个","电信、长城","900个","欣周物业","食堂、银行、ATM、餐饮、便利店、干洗店、商务中心、会议室、会展中心","暂无","食堂、银行、ATM、餐饮、便利店、干洗店、商务中心、会议室、会展中心","31层","2011年6月","131643m²","暂无","2.7米","900个","2.5米","上海绿地汇置业有限公司","4.5米","否","是","48-68m²","玻璃幕墙","暂无数据"
"1529406952-240","https://sh.xzl.anjuke.com/loupan/p102/","新梅坊","/loupan/29579?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/29579","新梅坊","静安-大宁绿地-共和新路2488号","综合写字楼","乙级","暂无数据","1元/平米•月","分体空调","1部","1部","600元/月","60个","电信、联通、长城、铁通、移动、卫通、有线通","120个","新梅物业管理公司","银行、ATM、餐饮、便利店、干洗店、商务中心、会议室","企业名称：哈乐快印，所属行业：广告/媒体、企业名称：上海汇颐地产，所属行业：房地产/建筑","银行、ATM、餐饮、便利店、干洗店、商务中心、会议室","4层","2000年1月","21500m²","5600m²","5.5米","120个","4米","新梅开发集团","9米","是","是","405m²","玻璃幕墙","暂无数据"
"1529410711-963","https://sh.xzl.anjuke.com/loupan/p78/","漕河泾国际商务大厦","/loupan/101541?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/101541","漕河泾国际商务大厦","徐汇-漕河泾-桂平路391号","写字楼","甲级","新漕河泾国际商务中心位于漕河泾开发区漕宝路与桂平路路口，总建筑面积为18.8万平方米，共38层，分A区和B区两个分区，按甲级写字楼标准装修，为漕河泾开发区内地标性建筑。A区和B区的标准层面积约为1700平方米，可供办公招商建筑面积约为12万平方米。","25元/平米•月","集中式中央空调","暂无","暂无","1300元/月","120个","电信、联通","1020个","新和物业管理有限公司","食堂、ATM、便利店、商务中心、会议室、会展中心","暂无","食堂、ATM、便利店、商务中心、会议室、会展中心","39层","2007年6月","暂无","1692m²","2.7米","1020个","4米","上海漕河泾新兴技术开发区有限公司","8米","是","是","200m²、300m²、400m²、m²","玻璃幕墙","暂无数据"
"1529422282-2941","https://sh.xzl.anjuke.com/loupan/p12/","绿地同创大厦","/loupan/10213?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10213","绿地同创大厦","普陀-曹杨-顺义路18号","写字楼","乙级","天时绿地品牌，打造企业高速成长头等舱，地利曹杨路著名主干道，苏州河环拥，坐镇旺角之地；人和200多位企业新领袖专属福地，新企业发展整和平台；创意格局方正、自由平面，可弹性组合；尊荣星级商务中心、多功能会议室、绿地世纪城三大主题俱乐部休闲配套享受、四万平方商业随侍在侧。70-120每平方米建面独立产权纯写字楼。","8元/平米•月","分体空调","2部","1部","600元/月","30个","电信、联通、移动、卫通","500个","绿地同创大厦上海绿地新龙基置业有限公司","食堂、银行、ATM","企业名称：绿地新龙置业，所属行业：房地产/建筑、企业名称：上海金沂蒙化工有限公司，所属行业：能源/原材料、企业名称：上海华锦建设有限公司，所属行业：房地产/建筑、企业名称：艺巢信息技术有限公司，所属行业：专业服务/教育/培训、企业名称：上海进德纺织品有限公司，所属行业：贸易/消费/制造/营运","食堂、银行、ATM","31层","2004年8月","26000m²","800m²","3米","500个","2.6米","上海绿地新龙基置业有限公司","5米","否","是","70m²、90m²、120m²","玻璃幕墙","2.97元/m²•天"
"1529413061-1349","https://sh.xzl.anjuke.com/loupan/p65/","中油企业大厦","/loupan/402116?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/402116","中油企业大厦","徐汇-万体馆-凯进路151号","写字楼","乙级","暂无数据","10元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","上海中油企业集团石油化工有限公司","暂无","暂无","暂无","6层","2007年6月","暂无","暂无","暂无","暂无","暂无","上海中油企业集团石油化工有限公司","暂无","是","是","暂无","暂无","3.04元/m²•天"
"1529423340-3158","https://sh.xzl.anjuke.com/loupan/p5/","虹桥汇","/loupan/400220?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/400220","虹桥汇","闵行-华漕-申长路990号","商业综合体","甲级","暂无数据","33元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","高德量行","暂无","暂无","暂无","9层","2016年03月","暂无","暂无","暂无","暂无","暂无","金臣联美","暂无","是","是","暂无","暂无","5.68元/m²•天"
"1529411117-1024","https://sh.xzl.anjuke.com/loupan/p76/","智汇产业园","/loupan/17504?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/17504","智汇产业园","徐汇-漕河泾-钦州北路桂平路","写字楼","甲级","上海徐汇漕河泾写字楼，智汇园漕河泾商圈，智汇综合楼位于徐汇区,漕河泾开发区内,周边已有复星实业、台湾特力集团、英业达集团等众多的高科技企业入驻","7.8元/平米•月","分体空调","2部","2部","400元/月","200个","电信、联通、长城、铁通、移动、有线通","300个","漕河泾开发区物业管理有限公司","银行、ATM、餐饮、便利店、干洗店","企业名称：京沪行，所属行业：房地产/建筑","银行、ATM、餐饮、便利店、干洗店","6层","暂无","23000m²","560m²","3米","300个","3米","1997","5米","否","是","200m²、410m²、830m²、1671平米m²","大理石","3.85元/m²•天"
"1529416815-1933","https://sh.xzl.anjuke.com/loupan/p45/","青慧谷","/loupan/382950?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/382950","青慧谷","浦东-世纪公园-杜鹃路192号","写字楼","甲级","暂无数据","4.5元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","3.24元/m²•天"
"1529423458-3183","https://sh.xzl.anjuke.com/loupan/p4/","金虹桥国际中心","/loupan/336932?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/336932","金虹桥国际中心","长宁-虹桥开发区-古北路555弄","商业综合体","甲级","甲级办公楼(地上30层、地下4层、高度144米)，裙楼是1个内街式、开放型的商业中心（地下2层、地上4层、高度24米）。项目位于茅台路以南，娄山关路以西，规划中紫云西路以北，占地面积3.55万平方米，总建筑面积26万平方米。其中地上建筑面积14万平方米，地下建筑面积12万平方米。建成后可提供商务办公11万平方米，商业设施7万平方米，配套设施8万平方米。","35元/平米•月","集中式中央空调","12部","2部","1500元/月","100个","电信、联通、移动","400个","第一太平戴维斯","银行、ATM、餐饮、便利店、商务中心","暂无","银行、ATM、餐饮、便利店、商务中心","50层","2013年12月","263380m²","2100m²","3.8米","400个","2.9米","上海城投置地有限公司","15米","是","是","120m²、250m²","玻璃幕墙","7.61元/m²•天"
"1529422602-3007","https://sh.xzl.anjuke.com/loupan/p10/","骏丰国际财富广场","/loupan/10664?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10664","骏丰国际财富广场","虹口-和平公园-大连路1619号","商业综合体","甲级","该地块是虹口区和杨浦区的交通枢纽，是两区传统的商业和办公区域。骏丰国际财富广场紧贴和平公园，毗邻百年学府同济大学，南望外滩CBD和陆家嘴金融贸易区，北通兴建中的五角场。地铁8号线和10号线在此换乘，并在该项目中设有出入口，周边有10多个公交站点，大连路隧道直通陆家嘴，四平路将建立交，这里交通便利程度在上海是屈指可数地。","19.8元/平米•月","集中式中央空调、半集中式中央空调","6部","1部","1000元/月","暂无","电信、联通、长城、移动","202个","高力国际物业公司","食堂、银行、ATM、餐饮、便利店、商务中心、会议室、会展中心","企业名称：纠错禾绿回转寿司，所属行业：贸易/消费/制造/营运、企业名称：劲海物流上海有限公司，所属行业：物流/运输、企业名称：上海凯锐国际物流有限公司，所属行业：物流/运输、企业名称：弘祥国际货运代理有限公司，所属行业：物流/运输、企业名称：上海迅宇物流有限公司，所属行业：物流/运输","食堂、银行、ATM、餐饮、便利店、商务中心、会议室、会展中心","27层","2009年6月","52000m²","1300m²","4米","202个","3米","上海骏丰置业发展有限公司","10米","是","是","80m²、110m²、220m²","玻璃幕墙","3.95元/m²•天"
"1529420169-2493","https://sh.xzl.anjuke.com/loupan/p27/","凤凰大厦","/loupan/44348?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/44348","凤凰大厦","徐汇-漕河泾-田州路99弄","写字楼","甲级","地处徐汇区漕河泾开发区凤凰园、古美路1515号近漕宝路，步行至轨道交通9号线漕河泾开发区站约15-20min，另规划建设中的12号线漕宝路站近在尺尺。

周边配套：徐汇漕河泾开发区，园区办公，环境优雅，员工食堂、漕河泾园区班车等等。   
漕河泾园区办公、环境优雅、自用超实惠。","7.5元/平米•月","半集中式中央空调","5部","1部","800元/月","122个","电信、铁通、移动、卫通、有线通","1200个","漕河泾物业","食堂、餐饮、便利店","企业名称：嘉禾电脑，所属行业：计算机/互联网/通信/电子、企业名称：德迈科电气，所属行业：计算机/互联网/通信/电子","食堂、餐饮、便利店","24层","2004年12月","46000m²","1700m²","3米","1200个","2.8米","上海漕河泾开发公司","8米","是","是","358m²","涂料","3.55元/m²•天"
